0.2022174	-0.055107728	0.0650627	-0.38265035	0.36621237	-0.015551623	-0.18332845	0.120344885	-0.55791897	0.13223173	0.49867028	0.1400355	0.17681985	-0.3701564	-0.24685614	-0.15005122	0.2654216	0.081610106	0.054096084	0.09550669	0.1255264	-1.038821	0.2611881	0.39472577	0.6448898	0.0780581	-0.48278487	0.23196295	-0.15681201	-0.057935063
0.20449635	-0.06838146	0.094657995	-0.383111	0.36701697	-0.005287036	-0.2066658	0.11277117	-0.58272386	0.11103644	0.49256578	0.14361198	0.16000162	-0.37179178	-0.20720313	-0.15391429	0.26775244	0.11443176	0.05012338	0.09164118	0.12942003	-1.0341525	0.23413298	0.40856984	0.6341859	0.08714111	-0.49810776	0.23609324	-0.16802421	-0.030481068
0.21433029	-0.043321516	0.06902485	-0.38482872	0.36938748	-0.014377473	-0.18482894	0.11430113	-0.59717596	0.12861016	0.4769164	0.15377411	0.18406807	-0.37749064	-0.23642534	-0.18727645	0.27881566	0.08460681	0.06382234	0.12452592	0.12015641	-1.065745	0.25863913	0.40074888	0.6268873	0.10908361	-0.5078533	0.25060686	-0.1463799	-0.01784126
0.20100434	-0.040563915	0.07855096	-0.36672193	0.3704415	-0.024047712	-0.16465083	0.11862232	-0.5464442	0.1063272	0.5076545	0.1688026	0.18170618	-0.36951342	-0.2307595	-0.1759637	0.25689766	0.093271345	0.028375527	0.08987022	0.12539352	-1.0432513	0.25442022	0.38270774	0.6274143	0.10582206	-0.47902057	0.21483807	-0.17282662	-0.04547434
0.22946362	-0.0404451	0.0811929	-0.36466634	0.36177155	-0.03642192	-0.19881788	0.1465095	-0.56647414	0.12923916	0.5209938	0.13973252	0.16444507	-0.38484597	-0.21566346	-0.19178626	0.25692528	0.09998443	0.029996509	0.081704445	0.14570212	-1.0501673	0.24493174	0.3944279	0.6601917	0.109569386	-0.4720398	0.22274072	-0.15945789	-0.06948546
0.24865767	-0.07785128	0.07039982	-0.3803686	0.37872213	-0.027608013	-0.17195335	0.11833322	-0.5572202	0.130832	0.48981804	0.146791	0.1616141	-0.3832629	-0.24376386	-0.17524077	0.2706068	0.09080152	0.032924283	0.106623225	0.13873334	-1.0472473	0.2765858	0.4108873	0.64753145	0.10575323	-0.45976827	0.2416185	-0.17184764	-0.009113711
0.22763102	-0.066539474	0.067110814	-0.37665114	0.3715561	-0.038618647	-0.20304638	0.13078205	-0.5775204	0.12613373	0.4997926	0.16895348	0.1597686	-0.36340022	-0.25332713	-0.16513816	0.25605986	0.07917931	0.05617023	0.11342075	0.14160931	-1.052097	0.26298594	0.39251438	0.64189655	0.08075246	-0.47356018	0.21284129	-0.17556475	-0.052217867
0.20985971	-0.05235674	0.06452627	-0.35919753	0.36705312	-0.025122752	-0.18341748	0.13852167	-0.57097954	0.11999152	0.47476885	0.15852682	0.17980208	-0.37645492	-0.21525536	-0.18941082	0.2810229	0.115654275	0.04791669	0.08844931	0.14284728	-1.0696018	0.25186124	0.39001292	0.6428501	0.064061105	-0.4577827	0.21346422	-0.1481641	-0.029616969
0.23248833	-0.056289885	0.096691184	-0.38571993	0.35368973	-0.02848974	-0.17979677	0.13414338	-0.56859446	0.10769398	0.5117559	0.14594357	0.17111805	-0.36866528	-0.2258916	-0.15666904	0.2378299	0.09912895	0.041126713	0.079844154	0.13592795	-1.0447518	0.2784164	0.3882711	0.6214554	0.10424277	-0.4429316	0.2311471	-0.16809507	-0.045312565
0.2223943	-0.06513438	0.08205276	-0.35871017	0.3501898	-0.038931336	-0.18395674	0.14789201	-0.5764149	0.11488727	0.50380754	0.14964819	0.18321574	-0.3579342	-0.22382008	-0.16792108	0.2578555	0.08152914	0.028599847	0.10444328	0.13371609	-1.028746	0.2448656	0.3951599	0.6417339	0.09812239	-0.46847847	0.23503646	-0.13798831	-0.046499223
